139	1,1,1,9,7,7,4,5,6,3
140	9,9,9,5,5,6,1,9,1,7
141	3,5,5,3,4,2,2,8,6,6
142	3,1,5,6,2,9,2,1,4,9
143	1,1,2,4,8,4,1,4,3,6
144	3,5,8,8,1,4,8,7,8,1
145	5,3,7,4,8,7,3,9,3,3
146	1,3,1,2,3,6,1,7,3,6
147	5,6,2,8,1,1,5,5,7,3
148	6,9,1,9,5,1,8,1,5,2
149	3,4,4,6,8,4,8,2,2,1
150	8,5,5,1,4,1,8,2,2,5
151	5,7,6,8,3,1,1,1,3,7
152	2,5,9,3,2,6,4,5,2,5
153	5,2,1,4,4,8,1,4,6,4
154	1,1,1,4,6,2,8,3,1,4
155	2,1,3,1,3,9,3,5,3,2
156	4,9,3,6,2,5,1,1,3,6
157	3,3,9,1,2,3,1,6,7,5
158	9,6,1,8,8,4,1,9,2,6
159	5,9,1,1,6,9,3,7,4,7
160	6,4,3,9,5,1,1,9,4,8
161	1,5,6,4,1,1,9,6,1,5
162	3,5,1,7,9,7,1,4,8,4
163	5,9,8,1,5,3,1,4,2,5
164	1,3,3,9,1,6,1,2,3,8
165	5,3,5,8,9,3,8,7,8,9
166	7,1,8,5,3,1,2,4,5,1
167	1,7,5,4,1,9,9,7,3,1
168	4,3,1,7,2,2,8,8,1,4
169	1,1,1,1,5,4,3,7,8,4
170	9,7,1,6,1,9,9,5,2,9
171	7,2,2,9,9,7,4,9,9,4
172	8,8,8,1,9,9,9,7,5,9
173	7,2,5,5,6,3,8,4,1,8
174	4,4,5,4,1,1,2,3,2,1
175	8,8,3,1,8,1,3,7,1,1
176	1,8,6,5,2,9,1,6,8,2
177	6,3,9,7,9,5,1,7,2,2
178	8,1,1,6,5,7,8,9,2,5
179	9,4,4,4,4,1,2,7,8,8
180	3,2,5,1,9,5,3,1,5,2
181	5,7,6,5,7,1,1,7,7,3
182	2,1,2,1,9,8,2,4,6,3
183	1,1,1,7,1,6,4,3,3,7
184	1,3,8,9,5,3,6,4,5,2
185	6,9,4,1,8,6,8,7,1,1
186	1,3,6,1,8,5,7,4,1,2
187	7,2,7,8,9,6,7,9,4,1
188	5,5,5,4,7,9,2,9,8,1
189	4,1,4,2,1,2,4,4,4,6
190	7,1,8,1,8,7,1,8,9,2
191	9,5,1,4,2,4,3,3,6,8
192	3,1,1,4,5,8,7,2,1,1
193	1,3,5,2,9,7,1,9,5,5
194	8,7,6,4,2,4,4,3,1,8
195	9,4,7,6,1,6,6,7,7,4
196	7,8,8,7,1,5,2,1,6,9
197	8,3,7,4,2,5,1,7,1,1
198	1,7,2,8,7,2,8,2,9,7
199	2,3,7,5,3,4,2,9,6,1
200	7,4,4,8,6,5,7,7,1,9
201	5,1,6,5,8,2,5,7,8,4
202	5,1,1,9,5,7,6,2,4,1
203	7,2,2,4,7,9,2,2,4,1
204	1,3,9,3,4,9,3,4,9,6
205	3,1,7,1,6,8,5,6,5,1
206	1,2,7,3,6,9,8,9,5,5
207	1,6,2,6,5,5,1,8,4,6
208	8,4,4,9,1,1,1,7,9,3
209	7,1,7,8,2,7,3,8,5,6
210	4,4,9,7,5,9,6,6,6,8
211	1,6,8,3,6,3,9,6,1,9
212	7,2,6,3,4,5,1,3,6,1
213	1,1,1,8,2,5,5,5,3,6
214	4,2,7,1,6,2,2,8,1,4
215	5,6,7,7,9,4,5,4,8,9
216	4,1,3,8,5,7,8,9,3,2
217	1,7,9,3,3,1,6,6,1,7
218	7,1,3,3,1,3,4,3,6,3
219	9,5,5,9,3,5,1,3,1,2
220	9,8,1,3,1,4,3,1,8,6
221	9,8,6,2,2,6,4,5,7,9
222	4,1,4,7,7,5,2,9,2,7
223	3,8,7,5,5,8,8,4,9,7
224	9,6,9,1,6,4,9,4,2,7
225	6,2,4,3,1,2,3,9,1,1
226	1,8,9,2,5,8,8,7,9,1
227	4,5,5,7,6,9,4,1,7,2
228	9,8,4,5,4,1,2,3,4,9
229	1,1,7,4,7,4,1,8,1,8
230	2,9,1,9,9,1,1,8,7,8
231	3,1,7,2,7,9,7,7,7,6
232	3,7,5,8,8,1,4,2,1,6
233	7,7,7,1,9,5,1,8,7,5
234	5,2,6,9,5,1,4,1,2,2
235	3,1,7,9,1,3,7,1,3,3
236	1,8,6,2,1,7,4,9,8,7
237	9,1,8,4,6,9,8,9,6,9
238	5,9,8,4,1,1,1,1,5,9
239	1,7,7,7,8,2,6,9,3,4
240	2,1,3,2,6,7,1,4,5,8
241	7,3,1,4,8,1,5,1,3,2
242	9,1,1,5,3,6,5,5,4,1
243	9,8,8,1,7,4,6,7,5,8
244	2,1,5,5,4,9,5,1,8,8
245	7,9,6,2,6,9,7,2,4,1
246	1,9,3,9,1,6,3,6,9,6
247	7,1,5,6,9,9,1,2,4,5
248	2,8,1,1,4,7,1,5,5,1
249	2,1,4,8,5,6,1,2,6,4
250	6,2,1,8,4,2,4,5,7,1
251	6,1,2,7,7,1,5,3,9,3
252	7,4,9,2,1,1,9,1,2,4
253	5,7,2,5,1,2,6,7,4,9
254	3,8,6,2,1,8,7,5,2,7
255	2,1,8,2,1,7,1,3,8,9
256	1,9,4,3,1,4,7,1,1,6
257	5,2,3,1,1,1,7,5,3,2
258	1,5,1,4,9,4,9,1,1,3
259	8,8,1,1,6,9,5,2,5,4
260	4,5,4,1,1,6,5,1,1,2
261	1,1,9,7,2,5,3,1,6,3
262	1,5,2,3,5,8,3,8,4,3
263	4,1,1,4,1,7,1,5,6,4
264	3,5,9,6,7,1,7,7,7,9
265	4,3,1,2,6,4,9,2,9,5
266	2,1,5,2,3,8,4,9,3,4
267	9,7,2,1,8,6,8,4,1,9
268	5,4,7,9,1,6,8,3,5,5
269	2,1,9,3,8,8,2,9,2,9
270	6,4,1,4,7,8,6,2,1,6
271	5,3,5,1,5,7,7,2,1,8
272	1,2,6,2,3,5,4,5,4,9
273	5,6,8,4,7,3,5,7,7,1
274	8,7,6,1,8,2,6,2,1,2
275	5,6,4,1,5,1,5,2,1,5
276	1,9,9,8,3,3,2,6,1,7
277	1,2,1,4,1,2,1,3,6,8
278	1,1,1,2,7,8,1,5,9,5
279	3,6,1,5,1,1,1,7,3,9
280	2,5,1,4,6,4,2,1,2,1
281	9,7,4,8,3,1,1,7,6,8
282	7,7,1,4,8,3,5,1,1,8
283	3,1,2,1,1,2,9,8,2,3
284	3,2,5,8,3,9,5,7,7,3
285	2,3,2,5,2,3,1,1,1,3
286	1,9,5,9,3,5,3,8,2,1
287	3,4,8,3,5,5,2,7,1,3
288	1,5,8,1,4,9,5,3,1,2
289	9,6,5,4,1,1,5,4,8,7
290	9,8,7,6,3,5,8,8,5,3
291	1,9,4,9,7,6,4,9,3,1
292	8,2,5,1,6,7,8,2,7,6
293	2,1,8,3,5,9,6,8,3,1
294	1,8,1,7,6,8,4,7,3,3
295	1,3,2,5,2,1,2,1,6,6
296	8,1,6,8,6,1,1,1,7,4
297	6,6,5,1,8,1,7,9,1,5
298	1,5,3,3,3,1,4,6,8,2
299	6,9,6,4,2,3,1,8,1,5
300	3,7,9,8,1,6,3,6,3,4
301	7,7,3,4,3,6,4,8,9,1
302	3,2,1,1,7,9,6,6,1,5
303	2,6,3,6,7,7,9,4,5,7
304	2,8,3,3,1,8,7,3,1,4
305	7,1,9,8,6,7,9,1,6,6
306	6,4,5,3,9,7,5,3,9,1
307	4,7,7,3,9,9,7,5,2,9
308	8,9,7,8,5,1,1,4,7,7
309	5,8,1,9,1,1,3,4,2,5
310	7,7,6,1,7,1,1,2,7,2
311	7,2,6,4,2,4,8,1,1,9
312	9,2,5,9,1,3,5,8,7,6
313	1,6,2,9,2,8,8,2,7,9
314	6,1,7,3,8,8,7,1,6,6
315	9,4,5,1,1,4,1,5,6,7
316	5,1,2,7,7,3,8,1,1,2
317	6,4,4,6,2,1,8,4,1,1
318	3,7,5,4,1,5,9,3,7,9
319	6,2,3,6,9,5,2,2,7,7
320	4,4,7,9,7,4,1,8,5,7
321	4,4,3,4,4,4,4,8,2,7
322	7,5,1,4,3,9,4,3,3,3
323	1,7,3,8,7,4,8,5,8,6
324	3,2,4,6,1,5,7,9,3,7
325	7,2,9,6,9,2,1,1,2,9
326	2,4,5,1,7,1,9,8,7,5
327	7,4,1,7,2,8,8,2,6,8
328	2,7,1,4,9,5,7,8,9,3
329	2,8,1,9,8,1,1,7,2,4
330	4,8,4,8,1,4,6,4,4,9
331	4,9,6,1,9,8,1,6,5,1
332	6,1,3,9,7,3,2,2,3,1
333	3,1,7,3,4,7,9,5,1,1
334	5,7,9,2,3,1,3,2,3,8
335	7,5,1,7,3,5,9,1,8,7
336	7,1,9,7,7,2,9,1,2,9
337	1,5,5,5,1,9,4,4,3,1
338	5,3,6,7,8,5,8,2,4,6
339	4,2,5,8,8,1,7,6,8,9
340	5,3,8,9,4,4,6,6,6,7
341	7,1,3,7,9,1,3,3,4,1
342	1,2,8,3,1,1,6,9,1,1
343	7,8,5,8,8,9,8,1,1,4
344	9,9,1,1,6,8,5,1,2,9
345	7,5,3,1,2,9,5,4,2,6
346	5,1,2,3,8,1,5,2,3,8
347	9,1,1,1,8,9,3,9,1,9
348	6,8,1,4,4,3,4,3,8,9
349	2,7,8,8,6,8,5,3,6,6
350	3,3,1,7,9,5,1,6,2,3
351	7,2,7,7,1,2,6,9,5,5
352	5,7,9,5,4,5,1,1,2,8
353	1,8,6,4,1,1,1,4,1,9
354	2,4,2,1,3,1,7,2,2,1
355	9,9,4,5,8,1,7,3,5,3
356	4,9,2,9,2,1,7,8,1,1
357	2,7,1,1,1,7,8,7,9,2
358	1,8,2,5,9,3,2,7,7,5
359	2,3,4,8,4,8,1,4,2,2
360	5,5,5,9,6,7,4,1,7,1
361	2,1,8,3,4,1,1,4,6,2
362	9,1,7,6,6,1,1,1,9,5
363	4,3,7,3,1,4,4,7,9,8
364	8,8,9,1,6,2,5,1,2,5
365	6,6,1,3,6,3,7,2,2,6
366	2,9,4,3,4,1,8,2,2,8
367	5,7,4,5,1,6,8,5,1,5
368	3,2,6,1,4,8,1,4,6,7
369	1,7,3,6,4,3,2,9,7,8
370	1,2,2,8,3,1,1,1,3,8
371	7,3,1,1,4,6,8,4,1,3
372	6,7,7,1,4,8,7,2,4,4
373	1,5,1,3,3,7,3,5,3,1
374	3,8,1,1,1,6,1,2,1,5
375	3,8,9,3,1,2,2,5,1,3
376	4,8,1,1,5,5,6,5,7,2
377	9,7,6,1,1,9,1,8,4,3
378	6,7,9,7,5,6,3,7,4,6
379	1,5,5,4,7,7,1,3,5,9
380	1,5,6,4,4,1,5,7,6,6
381	2,8,7,7,4,8,4,9,2,9
382	6,3,8,3,6,3,2,5,4,1
383	9,5,4,2,5,5,9,4,9,4
384	8,7,6,1,8,5,2,2,9,8
385	3,1,6,2,4,1,1,9,7,3
386	2,9,4,9,1,6,2,8,7,1
387	3,5,4,1,5,2,1,9,7,9
388	3,2,9,8,1,1,2,8,3,2
389	1,2,2,1,4,8,4,9,5,5
390	5,3,8,1,7,5,2,7,3,1
391	7,2,3,5,3,9,7,3,1,9
392	2,9,6,7,4,3,3,3,5,1
393	4,1,5,2,4,3,7,9,1,3
394	7,2,2,9,9,6,8,7,3,4
395	1,1,8,2,4,5,2,6,2,2
396	2,2,2,2,8,1,6,6,9,1
397	7,2,4,3,9,1,9,1,1,6
398	6,6,4,9,7,8,5,2,1,3
399	3,7,2,5,1,7,9,9,1,1
400	4,1,2,1,2,7,9,3,8,7
401	1,9,6,1,1,4,4,6,9,1
402	9,6,3,8,2,1,8,1,3,1
403	1,6,8,6,5,7,1,1,9,6
404	3,4,1,1,4,2,4,1,1,6
405	4,7,6,1,4,2,5,2,7,1
406	8,7,5,9,9,1,4,3,7,4
407	9,8,2,5,2,3,8,7,7,2
408	6,6,9,3,1,2,6,5,4,7
409	5,7,6,6,1,1,8,2,1,6
410	9,8,4,8,5,4,6,3,8,4
411	8,2,3,5,1,1,4,9,9,3
412	8,5,4,8,8,8,6,8,7,4
413	7,7,4,1,3,2,5,6,6,1
414	5,1,4,1,5,9,5,7,4,6
415	9,1,6,4,9,8,9,1,9,6
416	6,3,1,5,3,1,4,1,2,5
417	7,4,1,6,3,2,8,1,8,9
418	3,3,5,4,8,4,8,1,1,7
419	1,8,7,1,8,7,6,5,3,9
420	7,2,7,4,2,1,6,2,1,1
421	6,2,8,9,4,4,1,1,8,9
422	9,5,2,8,2,6,8,7,4,4
423	1,1,4,2,5,3,6,4,3,7
424	1,6,1,3,1,9,8,5,6,4
425	1,1,1,1,9,8,9,6,1,6
426	9,8,9,9,2,6,7,1,2,2
427	9,7,1,7,1,1,6,3,2,2
428	3,5,5,6,8,3,2,2,8,3
429	1,8,1,1,5,7,9,4,5,3
430	2,2,3,2,4,4,8,4,4,2
431	3,1,5,7,9,1,3,6,7,2
432	3,8,1,6,3,5,6,4,4,9
433	8,5,4,4,6,3,3,5,1,3
434	7,3,3,6,3,9,5,9,8,5
435	8,6,2,1,4,1,5,7,2,2
436	9,8,4,5,5,6,6,3,6,2
437	8,5,8,7,5,1,2,1,5,5
438	1,3,9,2,7,9,5,1,4,3
439	7,5,5,5,1,8,1,9,8,1
440	8,7,1,8,9,8,9,9,9,8
441	2,6,3,5,4,1,5,1,3,5
442	2,9,1,7,9,5,2,3,8,8
443	8,8,1,5,5,4,1,3,3,7
444	7,7,6,5,2,5,6,6,7,3
445	1,2,4,7,5,7,3,8,7,4
446	5,1,2,7,2,1,7,6,5,5
447	2,1,3,1,4,4,5,7,2,6
448	8,5,6,5,7,9,7,2,3,5
449	9,3,2,1,5,6,5,6,6,6
450	2,5,1,5,4,7,3,2,3,2
451	5,2,1,6,6,2,9,1,4,1
452	6,6,8,4,8,4,1,3,2,4
453	2,1,4,4,4,8,3,9,1,6
454	1,1,4,1,1,8,6,3,1,3
455	2,1,6,9,8,1,1,1,1,1
456	6,3,8,9,5,5,3,5,5,5
457	8,1,7,9,1,3,1,7,1,8
458	1,1,5,2,4,8,1,9,9,3
459	2,4,9,2,7,9,3,7,6,9
460	2,1,3,8,1,8,1,6,9,8
461	8,5,8,2,8,2,8,5,1,9
462	7,5,8,5,6,8,8,6,1,9
463	1,7,9,2,2,3,1,6,9,8
464	5,2,9,9,4,5,6,9,6,9
465	1,1,4,8,4,1,7,4,6,7
466	6,1,8,7,8,3,1,3,1,3
467	1,4,3,1,4,8,1,2,4,8
468	2,7,2,7,8,2,1,5,5,9
469	6,6,6,4,8,1,3,8,3,8
470	8,9,9,2,8,4,6,4,9,9
471	6,2,5,5,9,1,5,1,9,4
472	3,3,7,2,5,4,3,3,1,1
473	1,9,6,7,4,7,1,4,3,8
474	3,7,4,8,5,2,1,1,1,7
475	2,5,9,7,1,9,5,9,7,4
476	2,4,9,4,1,3,3,1,3,6
477	1,4,7,1,1,3,1,7,9,7
478	3,6,7,4,5,1,7,1,8,6
479	2,6,9,5,6,2,5,3,7,4
480	7,4,9,2,2,5,9,5,4,9
481	6,6,6,5,6,1,2,3,3,1
482	9,7,5,6,2,1,8,7,4,9
483	6,5,4,9,9,7,4,4,5,8
484	2,8,7,4,1,9,1,4,5,3
485	5,9,6,3,9,4,3,2,7,7
486	1,2,1,1,9,1,8,7,1,9
487	7,1,3,1,9,5,9,6,9,8
488	5,3,1,9,6,9,2,1,9,8
489	6,5,5,8,9,9,4,6,9,8
490	7,4,2,5,5,8,3,5,9,1
491	2,4,5,1,5,1,9,4,9,4
492	4,8,5,7,2,5,4,7,8,9
493	6,7,4,1,3,7,1,3,5,1
494	3,4,7,3,2,1,1,3,6,9
495	8,1,1,5,9,2,1,1,8,5
496	1,3,5,6,2,1,8,5,4,6
497	6,2,4,1,1,5,1,1,5,8
498	4,3,1,5,9,5,8,6,2,1
499	1,1,6,1,3,5,1,8,1,6
500	4,9,2,7,8,5,1,5,1,1
501	6,3,6,9,9,3,1,1,3,7
502	1,9,1,1,1,6,1,7,7,8
503	9,4,3,2,6,7,9,8,8,3
504	6,6,8,5,6,6,1,9,7,8
505	3,1,4,9,5,1,8,7,7,4
506	4,7,9,4,6,5,3,1,5,4
507	4,4,6,1,8,4,5,4,8,8
508	5,8,5,5,2,3,1,2,9,4
509	1,9,4,1,2,5,5,1,9,7
510	8,8,3,4,9,5,1,1,6,2
511	1,2,1,7,9,8,1,6,4,6
512	2,1,9,3,1,1,7,5,1,5
513	6,4,2,6,7,7,7,1,5,6
514	4,7,2,5,5,5,2,5,3,4
515	8,6,2,1,7,5,1,3,8,6
516	1,1,9,2,2,6,7,5,8,5
517	5,6,1,1,8,1,9,9,7,6
518	4,5,1,1,8,4,3,4,4,1
519	1,2,3,4,8,8,9,3,1,4
520	5,6,4,5,5,6,5,4,2,6
521	3,7,4,3,5,1,9,9,9,1
522	1,2,9,7,5,6,1,1,6,5
523	2,1,6,5,1,2,9,3,1,6
524	5,6,1,6,2,3,3,3,8,4
525	6,9,9,3,7,1,8,8,4,6
526	3,2,6,8,5,3,6,5,6,5
527	2,8,1,1,3,6,7,1,1,6
528	2,6,1,7,3,1,2,7,6,8
529	4,3,1,8,5,1,2,8,7,8
530	9,1,7,6,3,3,4,1,8,7
531	1,6,3,8,5,3,8,6,1,1
532	1,7,1,1,3,1,9,2,9,5
533	3,2,8,1,5,9,3,9,3,2
534	8,1,9,9,6,4,6,9,9,1
535	4,1,8,3,3,6,1,4,5,7
536	6,6,1,4,4,1,7,6,1,7
537	2,1,8,5,1,7,8,1,1,9
538	5,4,2,6,1,6,1,9,4,9
539	4,4,4,7,2,1,4,1,7,1
540	2,1,1,3,1,5,1,4,1,1
541	4,3,4,8,9,8,5,9,8,3
542	1,7,6,1,4,1,7,5,4,1
543	4,9,7,5,4,9,3,4,2,1
544	2,4,8,9,7,8,4,9,7,2
545	1,8,2,3,9,7,7,3,8,9
546	5,4,3,4,7,5,9,1,6,1
547	5,6,5,1,9,1,7,5,8,1
548	8,4,5,4,8,8,7,2,3,6
549	9,8,3,9,6,7,1,6,1,1
550	9,4,2,9,5,1,8,3,1,4
551	9,6,6,5,7,3,8,7,5,8
552	7,9,2,4,3,5,4,2,7,3
553	1,5,1,4,1,2,2,1,7,4
554	5,8,1,7,7,5,9,4,1,8
555	2,3,4,6,1,6,2,4,1,8
556	7,1,9,9,8,9,3,3,1,3
557	5,7,9,8,5,5,7,2,3,8
558	9,5,1,3,1,7,8,1,3,6
559	8,2,7,2,8,1,7,7,7,4
560	1,9,1,6,7,3,5,2,8,8
561	2,5,8,9,8,7,7,1,6,9
562	5,8,1,3,5,9,5,1,4,2
563	4,1,3,2,3,6,2,9,1,1
564	6,1,4,9,9,8,3,3,8,3
565	5,1,4,9,2,1,2,4,1,9
566	9,1,9,9,6,8,7,5,3,7
567	6,4,4,2,6,2,2,7,3,1
568	7,1,1,1,1,1,6,9,4,5
569	5,4,9,2,3,6,9,2,8,4
570	1,1,9,2,6,7,3,1,7,6
571	4,6,1,5,7,1,3,3,2,1
572	2,8,8,8,9,8,5,2,8,8
573	4,5,8,8,7,4,4,1,2,4
574	5,4,8,6,2,8,6,6,7,1
575	4,1,2,5,4,6,2,1,8,6
576	5,6,2,1,8,4,8,5,6,1
577	8,3,3,7,7,9,2,5,7,3
578	1,4,8,9,2,3,4,3,2,8
579	1,6,1,6,7,1,2,6,1,1
580	3,8,2,4,2,6,2,4,1,4
581	2,1,3,3,1,1,2,8,8,5
582	1,2,3,1,8,2,5,1,9,1
583	6,1,1,8,8,3,1,1,7,6
584	3,1,7,5,1,3,1,7,5,6
585	9,7,6,4,5,3,9,6,8,5
586	1,2,9,8,2,1,9,2,3,1
587	1,2,1,1,6,4,8,3,1,4
588	7,2,1,5,7,5,6,8,7,5
589	8,7,6,3,3,1,1,5,9,5
590	1,3,4,9,6,8,1,9,3,2
591	8,1,4,3,3,4,7,9,5,4
592	9,2,1,1,9,1,1,1,8,5
593	3,8,5,8,2,8,8,8,3,4
594	3,2,1,8,6,1,5,2,1,2
595	7,8,4,8,5,2,9,2,7,1
596	5,4,6,5,8,4,7,9,7,5
597	1,6,1,8,1,8,9,6,3,6
598	2,6,9,6,1,5,2,6,7,3
599	1,3,7,6,1,7,7,4,7,4
600	9,1,4,1,8,1,5,9,7,7
601	8,8,8,1,2,8,9,5,5,1
602	5,3,1,2,8,8,1,9,7,4
603	3,6,1,4,5,7,4,7,4,5
604	1,9,4,8,7,2,8,8,1,2
605	5,2,1,1,7,1,2,1,1,1
606	2,4,1,6,5,4,6,6,2,1
607	3,2,5,6,7,4,2,1,7,1
608	8,6,2,6,2,3,5,4,4,5
609	9,4,2,1,1,9,6,3,8,6
610	1,4,1,7,4,3,2,9,9,4
611	2,1,6,1,1,2,2,7,1,7
612	1,4,7,9,6,6,7,1,1,8
613	8,6,4,1,1,1,8,9,7,6
614	3,8,6,4,1,4,2,1,1,7
615	5,1,7,1,4,5,5,9,3,2
616	1,5,2,4,4,4,4,9,5,5
617	2,1,9,5,5,4,5,8,9,9
618	5,1,6,8,3,1,5,1,3,8
619	1,3,2,9,1,2,7,7,5,7
620	1,6,6,3,2,6,1,8,5,8
621	1,7,8,2,7,4,5,2,4,6
622	2,6,8,1,2,9,9,6,6,3
623	5,1,5,1,1,3,4,8,5,1
624	1,1,2,1,2,8,3,6,5,1
625	5,2,3,7,3,1,2,6,5,3
626	7,1,8,3,8,6,1,7,3,9
627	9,3,1,5,6,1,2,2,3,3
628	7,1,3,1,8,8,8,2,8,1
629	1,3,6,1,6,2,8,1,4,8
630	2,3,6,1,2,7,8,1,3,1
631	7,4,9,7,3,8,6,1,2,5
632	6,4,4,8,1,2,8,2,4,9
633	7,9,1,8,4,6,6,4,9,6
634	8,9,4,1,8,7,4,5,1,8
635	7,5,4,3,1,3,4,1,1,7
636	1,1,1,6,2,3,1,5,6,8
